k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,4.275907435043392979e+03
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,8.503207575009669199e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,3.328243560417408844e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,1.769327631690174485e+02
3.252691193458118413e+00,1.476723582744260739e+02
3.535533905932737753e+00,1.070750272167507831e+02
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,9.003198872917703000e+01
4.384062043356594884e+00,7.373429837867712422e+01
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,6.022691179803971551e+01
5.232590180780452016e+00,5.996657411511942115e+01
5.515432893255070468e+00,5.176341332282103735e+01
5.798275605729688920e+00,4.384069094864651817e+01
6.081118318204309148e+00,4.699137823885175891e+01
6.363961030678927600e+00,3.839963248565972975e+01
6.646803743153546051e+00,3.595490974967481179e+01
6.929646455628166279e+00,3.805986775224678098e+01
7.212489168102784731e+00,3.427256675019108201e+01
7.495331880577403183e+00,2.985389808730094785e+01
7.778174593052023411e+00,2.661659134899107926e+01
8.061017305526641863e+00,3.072118804231686084e+01
8.343860018001260315e+00,3.153204481849744667e+01
8.626702730475880543e+00,2.520761186910378271e+01
8.909545442950498995e+00,2.725425232736911241e+01
9.192388155425117446e+00,2.672019062176950044e+01
9.475230867899735898e+00,2.396055056632262392e+01
9.758073580374356126e+00,2.377233386025561401e+01
1.004091629284897458e+01,2.313595859551869793e+01
1.032375900532359481e+01,2.341847949196609591e+01
1.060660171779821326e+01,1.818409517475497239e+01
1.088944443027283171e+01,2.057606975917107306e+01
1.117228714274745016e+01,1.958000116705894911e+01
1.145512985522206861e+01,1.714986552344307214e+01
1.173797256769668884e+01,1.808645182079191827e+01
1.202081528017130729e+01,1.637094880249549078e+01
1.230365799264592752e+01,1.742094890629985926e+01
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,1.617686562279601148e+01
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,1.580047614070140938e+01
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
