k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,4.967205537408748341e+02
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,4.125202952854349405e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,3.302058218444051931e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,2.490899437369056386e+02
3.252691193458118413e+00,2.229104730976856104e+02
3.535533905932737753e+00,1.885862483224657922e+02
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,1.644332739425814793e+02
4.384062043356594884e+00,1.468533159413174474e+02
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,1.235155022716208606e+02
5.232590180780452016e+00,1.234589707785572585e+02
5.515432893255070468e+00,1.127048630473426272e+02
5.798275605729688920e+00,9.991544490518373323e+01
6.081118318204309148e+00,1.014414455935622215e+02
6.363961030678927600e+00,9.066458900006685440e+01
6.646803743153546051e+00,8.453465240337189357e+01
6.929646455628166279e+00,8.817984308915502822e+01
7.212489168102784731e+00,7.790160510348064804e+01
7.495331880577403183e+00,7.399935495394744578e+01
7.778174593052023411e+00,6.432864750467639681e+01
8.061017305526641863e+00,7.128876549777365312e+01
8.343860018001260315e+00,7.268099272931701194e+01
8.626702730475880543e+00,6.219651382219608138e+01
8.909545442950498995e+00,6.494305028873493768e+01
9.192388155425117446e+00,6.404787707387347950e+01
9.475230867899735898e+00,5.889265377697316239e+01
9.758073580374356126e+00,5.648886868946485151e+01
1.004091629284897458e+01,5.686991326359871124e+01
1.032375900532359481e+01,5.658043669574841772e+01
1.060660171779821326e+01,4.583783747712101331e+01
1.088944443027283171e+01,4.898691257948115663e+01
1.117228714274745016e+01,5.006800298428537133e+01
1.145512985522206861e+01,4.283565646101214952e+01
1.173797256769668884e+01,4.568316859356615822e+01
1.202081528017130729e+01,4.206909118528241720e+01
1.230365799264592752e+01,4.225597656926694157e+01
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,4.103318279944863889e+01
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,4.000700717871094980e+01
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
