k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,7.069785870043531759e+03
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,3.251946544994689248e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,1.540502677445250299e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,1.922227183311256908e+02
3.252691193458118413e+00,9.023967647197480346e+01
3.535533905932737753e+00,4.914294539472489021e+01
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,5.794941601332462966e+01
4.384062043356594884e+00,3.433243665056272675e+01
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,3.381175625720735667e+01
5.232590180780452016e+00,3.559343173436357688e+01
5.515432893255070468e+00,2.676148252871280064e+01
5.798275605729688920e+00,1.905647014954893592e+01
6.081118318204309148e+00,2.815829233781130370e+01
6.363961030678927600e+00,1.716850073186906300e+01
6.646803743153546051e+00,1.583624028416266505e+01
6.929646455628166279e+00,2.568628966515344558e+01
7.212489168102784731e+00,1.623638424074988151e+01
7.495331880577403183e+00,1.342115240265125564e+01
7.778174593052023411e+00,1.038451968536134906e+01
8.061017305526641863e+00,1.594236002219141213e+01
8.343860018001260315e+00,1.430995997329432967e+01
8.626702730475880543e+00,1.048336808239093543e+01
8.909545442950498995e+00,1.303779904178224491e+01
9.192388155425117446e+00,1.279973963502258449e+01
9.475230867899735898e+00,9.838006682466460262e+00
9.758073580374356126e+00,9.726424015825475777e+00
1.004091629284897458e+01,1.073041843758727332e+01
1.032375900532359481e+01,1.001598884542031520e+01
1.060660171779821326e+01,6.838774861223289037e+00
1.088944443027283171e+01,7.874771401129081028e+00
1.117228714274745016e+01,8.178000487446785982e+00
1.145512985522206861e+01,6.573133486384564073e+00
1.173797256769668884e+01,7.226151526814935444e+00
1.202081528017130729e+01,6.399001727893370628e+00
1.230365799264592752e+01,6.743749170059107456e+00
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,6.216265776458174130e+00
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,5.763028185824697225e+00
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
