k,S(k)
3.535533905932737864e-01,3.281005689359517419e-09
1.060660171779821415e+00,1.341055646424777515e+05
1.767766952966368876e+00,1.845409226161821425e+04
2.474873734152916782e+00,8.986686165600827735e+03
3.181980515339463800e+00,5.073229412180890904e+03
3.889087296526011706e+00,2.843951752873492751e+03
4.596194077712558723e+00,2.173536075106328099e+03
5.303300858899106629e+00,1.700042556178811765e+03
6.010407640085654535e+00,1.239643839993247184e+03
6.717514421272202441e+00,9.962729223110330850e+02
7.424621202458749458e+00,8.723549011792259762e+02
8.131727983645298252e+00,7.067858872692543173e+02
8.838834764831844382e+00,6.063828352213903372e+02
9.545941546018392287e+00,5.394599934343270888e+02
1.025304832720494019e+01,4.809791340604629113e+02
1.096015510839148632e+01,4.210642953229486807e+02
1.166726188957803600e+01,3.831203807541549509e+02
1.237436867076458213e+01,3.456993492093221789e+02
1.308147545195113004e+01,3.147835680019744586e+02
1.378858223313767795e+01,2.867579734631962651e+02
1.449568901432422408e+01,2.690977306036837149e+02
1.520279579551077376e+01,2.524376104767614777e+02
1.590990257669731989e+01,2.358883462916160738e+02
1.661700935788386602e+01,2.183004179435399124e+02
1.732411613907041570e+01,2.123789276380750266e+02
1.803122292025696538e+01,1.982206127468958528e+02
1.873832970144351151e+01,1.913320045256691344e+02
1.944543648263005764e+01,1.809456671479460965e+02
2.015254326381660377e+01,1.781412353917655480e+02
2.085965004500315345e+01,1.688333764026477297e+02
2.156675682618970313e+01,1.630901669549532471e+02
2.227386360737624926e+01,1.625506658724257818e+02
2.298097038856279539e+01,1.560443587746152616e+02
2.368807716974934152e+01,1.511398348476479612e+02
2.439518395093589120e+01,1.483535323398345440e+02
2.510229073212244089e+01,1.422359882154365494e+02
2.580939751330898702e+01,1.324303100882250419e+02
2.651650429449553314e+01,1.240122061344610387e+02
2.722361107568207927e+01,1.189352729958512072e+02
2.793071785686862896e+01,1.133851736139689450e+02
2.863782463805517864e+01,1.103918971660670678e+02
2.934493141924172477e+01,1.057320453411543468e+02
3.005203820042827090e+01,1.046821174070065297e+02
3.075914498161481703e+01,1.019246896128727968e+02
3.146625176280136671e+01,9.989697877473894039e+01
3.217335854398791639e+01,9.992590467873091598e+01
3.288046532517446252e+01,9.905064446508123410e+01
3.358757210636100865e+01,9.889117026733789828e+01
3.429467888754756189e+01,9.650403822315433899e+01
3.500178566873410091e+01,9.604955203800369645e+01
