k,S(k)
2.404163056034261392e-01,2.589928271845565178e-12
7.212489168102784731e-01,0.000000000000000000e+00
1.202081528017130641e+00,3.395558319128863513e+04
1.682914139223983030e+00,0.000000000000000000e+00
2.163746750430835419e+00,1.067680672960562106e+03
2.644579361637687587e+00,6.209706660968097367e+02
3.125411972844539754e+00,1.527910416837540879e+03
3.606244584051392366e+00,4.043279263610078260e+02
4.087077195258244089e+00,3.859188710042004686e+02
4.567909806465096700e+00,2.774900523138016979e+02
5.048742417671949312e+00,2.731916794271714934e+02
5.529575028878801035e+00,1.793876257764876243e+02
6.010407640085653647e+00,1.683655249613375418e+02
6.491240251292506258e+00,1.267645751444612046e+02
6.972072862499357981e+00,1.143300198011858129e+02
7.452905473706209705e+00,1.029735273432171425e+02
7.933738084913062316e+00,8.752945516037182472e+01
8.414570696119914928e+00,7.559749610514691653e+01
8.895403307326766651e+00,7.425370462986143139e+01
9.376235918533620151e+00,6.367622562424764254e+01
9.857068529740471874e+00,5.841150602558181504e+01
1.033790114094732360e+01,5.652437934248987261e+01
1.081873375215417710e+01,5.063349530187259262e+01
1.129956636336102882e+01,4.704951400691899721e+01
1.178039897456788054e+01,4.485141678428890089e+01
1.226123158577473404e+01,4.362491784029293740e+01
1.274206419698158399e+01,3.772886191972562386e+01
1.322289680818843749e+01,3.931455079041564460e+01
1.370372941939529099e+01,3.496145060328828436e+01
1.418456203060214094e+01,3.622134789858301218e+01
1.466539464180899444e+01,3.232341010086227584e+01
1.514622725301584794e+01,3.491222347427103045e+01
1.562705986422269788e+01,2.972819483283610964e+01
1.610789247542955138e+01,3.351059126694780588e+01
1.658872508663640133e+01,2.888861227213078564e+01
1.706955769784325838e+01,3.096199726640816863e+01
1.755039030905010833e+01,2.817674298141682954e+01
1.803122292025695828e+01,2.543367441849522592e+01
1.851205553146381533e+01,2.383827861187870667e+01
1.899288814267066527e+01,2.278418931953910942e+01
1.947372075387751522e+01,2.297585329313792357e+01
1.995455336508437227e+01,2.134398559092110759e+01
2.043538597629122222e+01,2.069123619360064836e+01
2.091621858749807217e+01,2.111493609069347599e+01
2.139705119870492922e+01,1.973290562324874742e+01
2.187788380991177917e+01,1.955869408949784116e+01
2.235871642111862911e+01,0.000000000000000000e+00
2.283954903232548617e+01,1.907294898290317420e+01
2.332038164353233611e+01,1.865530506912503483e+01
2.380121425473918606e+01,0.000000000000000000e+00
