k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,1.249991759678743392e+03
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,8.327436489593490023e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,4.334845772567348376e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,2.602093163226242041e+02
3.252691193458118413e+00,2.268191635123737910e+02
3.535533905932737753e+00,1.773874958591873678e+02
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,1.498922710291236911e+02
4.384062043356594884e+00,1.237904926588075227e+02
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,1.004070305116569699e+02
5.232590180780452016e+00,1.052749205768026570e+02
5.515432893255070468e+00,8.923156810584933396e+01
5.798275605729688920e+00,7.689207207948327039e+01
6.081118318204309148e+00,7.964666753558974222e+01
6.363961030678927600e+00,6.911303595596436367e+01
6.646803743153546051e+00,6.485668096851389919e+01
6.929646455628166279e+00,7.123730999746037185e+01
7.212489168102784731e+00,6.082689405516686776e+01
7.495331880577403183e+00,5.439722674780790612e+01
7.778174593052023411e+00,4.714094002258519822e+01
8.061017305526641863e+00,5.607354231146906898e+01
8.343860018001260315e+00,5.537921127823862122e+01
8.626702730475880543e+00,4.526407572265814849e+01
8.909545442950498995e+00,4.885915736957499433e+01
9.192388155425117446e+00,4.864778935904880797e+01
9.475230867899735898e+00,4.266442934485186811e+01
9.758073580374356126e+00,4.254366078854743449e+01
1.004091629284897458e+01,4.120539913295577605e+01
1.032375900532359481e+01,4.219529893892399741e+01
1.060660171779821326e+01,3.300217239500543798e+01
1.088944443027283171e+01,3.616352929606885880e+01
1.117228714274745016e+01,3.701000220596791479e+01
1.145512985522206861e+01,3.104509642872115194e+01
1.173797256769668884e+01,3.423397291630752903e+01
1.202081528017130729e+01,2.953002996405141545e+01
1.230365799264592752e+01,3.095672137644286792e+01
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,2.926952932910648286e+01
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,2.827022775764748630e+01
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
