k,S(k)
2.404163056034261392e-01,2.589928271845565178e-12
7.212489168102784731e-01,0.000000000000000000e+00
1.202081528017130641e+00,8.282881027321851434e+03
1.682914139223983030e+00,0.000000000000000000e+00
2.163746750430835419e+00,3.300128862257142373e+03
2.644579361637687587e+00,2.022801104171554925e+03
3.125411972844539754e+00,1.719042167434672365e+03
3.606244584051392366e+00,1.285189278128375463e+03
4.087077195258244089e+00,1.020194190966974475e+03
4.567909806465096700e+00,8.747038214541310026e+02
5.048742417671949312e+00,7.079073217432763840e+02
5.529575028878801035e+00,6.037234835450306036e+02
6.010407640085653647e+00,5.234053839700673052e+02
6.491240251292506258e+00,4.465361062332463007e+02
6.972072862499357981e+00,3.814168277700717340e+02
7.452905473706209705e+00,3.518997096213889790e+02
7.933738084913062316e+00,3.139426662134856656e+02
8.414570696119914928e+00,2.801606765468123967e+02
8.895403307326766651e+00,2.620616301096305278e+02
9.376235918533620151e+00,2.354091566758642671e+02
9.857068529740471874e+00,2.175726545798524398e+02
1.033790114094732360e+01,2.088898870728758936e+02
1.081873375215417710e+01,1.911069949135884940e+02
1.129956636336102882e+01,1.780991861751446663e+02
1.178039897456788054e+01,1.706048498063407806e+02
1.226123158577473404e+01,1.635667828300244366e+02
1.274206419698158399e+01,1.457819106454946336e+02
1.322289680818843749e+01,1.483933705760471469e+02
1.370372941939529099e+01,1.339339447906103828e+02
1.418456203060214094e+01,1.360648549998225860e+02
1.466539464180899444e+01,1.238242663652052897e+02
1.514622725301584794e+01,1.310780774985914263e+02
1.562705986422269788e+01,1.145100213133884068e+02
1.610789247542955138e+01,1.243396038784990338e+02
1.658872508663640133e+01,1.116451489922750113e+02
1.706955769784325838e+01,1.171417508605136675e+02
1.755039030905010833e+01,1.080610260143079415e+02
1.803122292025695828e+01,9.948610076656908063e+01
1.851205553146381533e+01,9.228842470738632642e+01
1.899288814267066527e+01,8.814598498642742186e+01
1.947372075387751522e+01,8.863135768212194421e+01
1.995455336508437227e+01,8.261096340501013913e+01
2.043538597629122222e+01,8.054345659731018259e+01
2.091621858749807217e+01,8.051673411179638151e+01
2.139705119870492922e+01,7.659316789846087659e+01
2.187788380991177917e+01,7.503073138285887467e+01
2.235871642111862911e+01,0.000000000000000000e+00
2.283954903232548617e+01,7.339277006561503924e+01
2.332038164353233611e+01,7.196988888331144096e+01
2.380121425473918606e+01,0.000000000000000000e+00
