k,S(k)
3.535533905932737864e-01,3.281005689359517419e-09
1.060660171779821415e+00,5.384994123198472153e+03
1.767766952966368876e+00,4.865889176963779391e+03
2.474873734152916782e+00,4.469568791501020314e+03
3.181980515339463800e+00,3.837599012235779355e+03
3.889087296526011706e+00,3.199165154540536605e+03
4.596194077712558723e+00,2.797559869397964576e+03
5.303300858899106629e+00,2.449044995835618920e+03
6.010407640085654535e+00,2.029109305211288302e+03
6.717514421272202441e+00,1.808980453241436862e+03
7.424621202458749458e+00,1.584179353527978492e+03
8.131727983645298252e+00,1.374009086736137306e+03
8.838834764831844382e+00,1.215760657125026000e+03
9.545941546018392287e+00,1.099424254882168725e+03
1.025304832720494019e+01,9.900137783614151203e+02
1.096015510839148632e+01,8.822641310034146045e+02
1.166726188957803600e+01,8.120273250751910155e+02
1.237436867076458213e+01,7.365926780022199409e+02
1.308147545195113004e+01,6.817897638923002432e+02
1.378858223313767795e+01,6.249135662139603937e+02
1.449568901432422408e+01,5.912217798012023877e+02
1.520279579551077376e+01,5.561193600044313143e+02
1.590990257669731989e+01,5.168208318994835508e+02
1.661700935788386602e+01,4.798317976169555550e+02
1.732411613907041570e+01,4.692729436248872616e+02
1.803122292025696538e+01,4.390597284575665071e+02
1.873832970144351151e+01,4.172990983834905023e+02
1.944543648263005764e+01,3.996444226203668677e+02
2.015254326381660377e+01,3.932699967713997466e+02
2.085965004500315345e+01,3.738834355591578742e+02
2.156675682618970313e+01,3.597376404005551649e+02
2.227386360737624926e+01,3.556238843651661909e+02
2.298097038856279539e+01,3.439561334845229794e+02
2.368807716974934152e+01,3.327735022048088354e+02
2.439518395093589120e+01,3.293262068895674020e+02
2.510229073212244089e+01,3.140131519353777207e+02
2.580939751330898702e+01,2.928952248630669715e+02
2.651650429449553314e+01,2.741427379120785304e+02
2.722361107568207927e+01,2.612799682585579717e+02
2.793071785686862896e+01,2.534206084359751969e+02
2.863782463805517864e+01,2.419559796564323051e+02
2.934493141924172477e+01,2.328793359492043180e+02
3.005203820042827090e+01,2.289100182103196346e+02
3.075914498161481703e+01,2.236324084829567198e+02
3.146625176280136671e+01,2.196676916567821536e+02
3.217335854398791639e+01,2.185485842986242915e+02
3.288046532517446252e+01,2.141412570373580593e+02
3.358757210636100865e+01,2.143636239159721981e+02
3.429467888754756189e+01,2.116351344172675226e+02
3.500178566873410091e+01,2.037068860153013929e+02
