k,S(k)
3.535533905932737864e-01,3.281005689359517419e-09
1.060660171779821415e+00,3.044419128288221546e+05
1.767766952966368876e+00,2.486397051692334571e+03
2.474873734152916782e+00,1.879561203307626329e+03
3.181980515339463800e+00,7.484617985268669145e+03
3.889087296526011706e+00,6.904529120780271114e+02
4.596194077712558723e+00,5.940158660567328752e+02
5.303300858899106629e+00,1.270103945750085131e+03
6.010407640085654535e+00,3.864985719094592014e+02
6.717514421272202441e+00,4.472191948127921819e+02
7.424621202458749458e+00,2.794717420245755761e+02
8.131727983645298252e+00,2.077316656853401469e+02
8.838834764831844382e+00,2.083675755364084523e+02
9.545941546018392287e+00,1.170454412983277450e+02
1.025304832720494019e+01,1.330740405907757520e+02
1.096015510839148632e+01,1.064332091239060105e+02
1.166726188957803600e+01,7.956111085046674702e+01
1.237436867076458213e+01,7.736713332470135640e+01
1.308147545195113004e+01,7.187133696966644436e+01
1.378858223313767795e+01,5.900580918899994032e+01
1.449568901432422408e+01,5.328644589588699176e+01
1.520279579551077376e+01,5.166538461971386198e+01
1.590990257669731989e+01,4.653909651438686979e+01
1.661700935788386602e+01,3.776992674286257312e+01
1.732411613907041570e+01,4.149509227320292837e+01
1.803122292025696538e+01,3.668064067494620417e+01
1.873832970144351151e+01,3.465418976064683676e+01
1.944543648263005764e+01,3.109704775257915799e+01
2.015254326381660377e+01,3.320391099757058129e+01
2.085965004500315345e+01,2.900118750272935486e+01
2.156675682618970313e+01,2.684916627867738370e+01
2.227386360737624926e+01,2.823094267216789177e+01
2.298097038856279539e+01,2.663651677131300488e+01
2.368807716974934152e+01,2.557734032298065685e+01
2.439518395093589120e+01,2.437577186296646659e+01
2.510229073212244089e+01,2.276675416520856743e+01
2.580939751330898702e+01,1.884505999462050596e+01
2.651650429449553314e+01,1.659098559566276521e+01
2.722361107568207927e+01,1.522984245247747026e+01
2.793071785686862896e+01,1.453089383298856596e+01
2.863782463805517864e+01,1.386557458366923434e+01
2.934493141924172477e+01,1.353166482336774123e+01
3.005203820042827090e+01,1.302985964254250995e+01
3.075914498161481703e+01,1.282630850873958650e+01
3.146625176280136671e+01,1.257126051862067406e+01
3.217335854398791639e+01,1.238120169674089865e+01
3.288046532517446252e+01,1.229165899007062279e+01
3.358757210636100865e+01,1.225934853603831165e+01
3.429467888754756189e+01,1.197120284011057478e+01
3.500178566873410091e+01,1.196450211896827120e+01
