k,S(k)
3.535533905932737864e-01,3.281005689359517419e-09
1.060660171779821415e+00,7.664634244711356587e+03
1.767766952966368876e+00,6.555506859296901894e+03
2.474873734152916782e+00,5.741821086035608459e+03
3.181980515339463800e+00,4.683597360945443143e+03
3.889087296526011706e+00,3.638860705457545919e+03
4.596194077712558723e+00,3.138655903158169167e+03
5.303300858899106629e+00,2.614417784923165982e+03
6.010407640085654535e+00,2.119226685630870634e+03
6.717514421272202441e+00,1.818587359192059694e+03
7.424621202458749458e+00,1.613771705197927986e+03
8.131727983645298252e+00,1.360032668297885493e+03
8.838834764831844382e+00,1.194319879140431567e+03
9.545941546018392287e+00,1.056931299148833659e+03
1.025304832720494019e+01,9.538593843334301710e+02
1.096015510839148632e+01,8.390780654126373292e+02
1.166726188957803600e+01,7.641733106877470618e+02
1.237436867076458213e+01,6.973765244278600903e+02
1.308147545195113004e+01,6.409084778007588739e+02
1.378858223313767795e+01,5.916965026217271770e+02
1.449568901432422408e+01,5.478861588682689217e+02
1.520279579551077376e+01,5.137013401838948994e+02
1.590990257669731989e+01,4.827431802248048598e+02
1.661700935788386602e+01,4.479290001332062729e+02
1.732411613907041570e+01,4.347480853609587257e+02
1.803122292025696538e+01,4.071172149728857335e+02
1.873832970144351151e+01,3.904460795743027575e+02
1.944543648263005764e+01,3.714065589876161084e+02
2.015254326381660377e+01,3.650010062012262892e+02
2.085965004500315345e+01,3.425502091723689091e+02
2.156675682618970313e+01,3.308031992421830978e+02
2.227386360737624926e+01,3.295841882787411805e+02
2.298097038856279539e+01,3.147394246654639005e+02
2.368807716974934152e+01,3.081310136553018992e+02
2.439518395093589120e+01,3.021385443347379578e+02
2.510229073212244089e+01,2.877884801484872241e+02
2.580939751330898702e+01,2.707246927956345530e+02
2.651650429449553314e+01,2.498991714640669102e+02
2.722361107568207927e+01,2.380363560850371130e+02
2.793071785686862896e+01,2.304679007733755043e+02
2.863782463805517864e+01,2.217145855347729650e+02
2.934493141924172477e+01,2.139628316099498875e+02
3.005203820042827090e+01,2.120294028369145565e+02
3.075914498161481703e+01,2.033531496832347898e+02
3.146625176280136671e+01,2.000409962800956976e+02
3.217335854398791639e+01,1.983705174199860721e+02
3.288046532517446252e+01,1.973377368800530860e+02
3.358757210636100865e+01,1.923745836463969567e+02
3.429467888754756189e+01,1.976250082661412932e+02
3.500178566873410091e+01,1.927692886945913529e+02
