k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,9.301338001564020033e+02
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,6.788319679372360724e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,4.119830264838985840e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,2.628691009335191211e+02
3.252691193458118413e+00,2.324149520426834670e+02
3.535533905932737753e+00,1.864385110402021155e+02
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,1.529879779658962491e+02
4.384062043356594884e+00,1.331195615905899388e+02
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,1.091544147908424947e+02
5.232590180780452016e+00,1.100061468009546388e+02
5.515432893255070468e+00,9.830704165589885690e+01
5.798275605729688920e+00,8.574749393813785048e+01
6.081118318204309148e+00,8.725923592016624752e+01
6.363961030678927600e+00,7.744095348007340363e+01
6.646803743153546051e+00,7.203240109523768808e+01
6.929646455628166279e+00,7.707022703656340923e+01
7.212489168102784731e+00,6.687495051668869905e+01
7.495331880577403183e+00,6.004859922722163645e+01
7.778174593052023411e+00,5.305796736615825182e+01
8.061017305526641863e+00,6.186095674582706749e+01
8.343860018001260315e+00,6.092741346161290039e+01
8.626702730475880543e+00,5.022983588037793368e+01
8.909545442950498995e+00,5.396189588069459120e+01
9.192388155425117446e+00,5.392948294889635008e+01
9.475230867899735898e+00,4.819898880567238564e+01
9.758073580374356126e+00,4.629563312624276250e+01
1.004091629284897458e+01,4.594329374690957479e+01
1.032375900532359481e+01,4.774659852567192786e+01
1.060660171779821326e+01,3.655018295567435871e+01
1.088944443027283171e+01,4.107560838092769728e+01
1.117228714274745016e+01,4.138000246644020308e+01
1.145512985522206861e+01,3.453448518293404135e+01
1.173797256769668884e+01,3.671357455682100834e+01
1.202081528017130729e+01,3.307423925524452102e+01
1.230365799264592752e+01,3.493587198594617860e+01
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,3.195464893573443277e+01
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,3.103787497038212706e+01
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
