k,S(k)
2.404163056034261392e-01,2.589928271845565178e-12
7.212489168102784731e-01,0.000000000000000000e+00
1.202081528017130641e+00,1.614360334130853971e+03
1.682914139223983030e+00,0.000000000000000000e+00
2.163746750430835419e+00,1.386987415697790311e+03
2.644579361637687587e+00,1.186948319496160821e+03
3.125411972844539754e+00,1.141891570297173757e+03
3.606244584051392366e+00,1.030461295869470632e+03
4.087077195258244089e+00,9.203641104593755244e+02
4.567909806465096700e+00,8.415479679529667010e+02
5.048742417671949312e+00,7.413694877848706710e+02
5.529575028878801035e+00,6.760269286695148594e+02
6.010407640085653647e+00,6.230503584018165384e+02
6.491240251292506258e+00,5.533516285767334466e+02
6.972072862499357981e+00,4.953556083754611450e+02
7.452905473706209705e+00,4.679299541376713023e+02
7.933738084913062316e+00,4.278149503507946179e+02
8.414570696119914928e+00,3.925924332705658344e+02
8.895403307326766651e+00,3.718867338422922444e+02
9.376235918533620151e+00,3.440917610904962203e+02
9.857068529740471874e+00,3.190289536467632843e+02
1.033790114094732360e+01,3.096181743463989164e+02
1.081873375215417710e+01,2.852827352414961410e+02
1.129956636336102882e+01,2.699941732948755089e+02
1.178039897456788054e+01,2.606578975033341408e+02
1.226123158577473404e+01,2.508882907882426991e+02
1.274206419698158399e+01,2.255997227762700845e+02
1.322289680818843749e+01,2.303013754308184105e+02
1.370372941939529099e+01,2.112900197246716516e+02
1.418456203060214094e+01,2.126952756291643993e+02
1.466539464180899444e+01,1.969921644067787270e+02
1.514622725301584794e+01,2.064264557276837877e+02
1.562705986422269788e+01,1.824319512008721347e+02
1.610789247542955138e+01,1.982729034258900640e+02
1.658872508663640133e+01,1.786861884492018362e+02
1.706955769784325838e+01,1.864552585032432717e+02
1.755039030905010833e+01,1.731894233138857260e+02
1.803122292025695828e+01,1.590787680013901877e+02
1.851205553146381533e+01,1.501071693431734104e+02
1.899288814267066527e+01,1.447080299823850282e+02
1.947372075387751522e+01,1.454871225413948537e+02
1.995455336508437227e+01,1.359618159544247078e+02
2.043538597629122222e+01,1.309054967397365488e+02
2.091621858749807217e+01,1.323734106411719722e+02
2.139705119870492922e+01,1.258351829123702572e+02
2.187788380991177917e+01,1.213100888130254305e+02
2.235871642111862911e+01,0.000000000000000000e+00
2.283954903232548617e+01,1.209747101037969941e+02
2.332038164353233611e+01,1.199889102802048626e+02
2.380121425473918606e+01,0.000000000000000000e+00
