k,S(k)
1.414213562373095034e-01,1.209352618047887518e-10
4.242640687119285103e-01,0.000000000000000000e+00
7.071067811865474617e-01,0.000000000000000000e+00
9.899494936611665796e-01,5.652706970138944598e+03
1.272792206135785475e+00,0.000000000000000000e+00
1.555634918610404593e+00,5.754932409941289961e+02
1.838477631085023489e+00,0.000000000000000000e+00
2.121320343559642829e+00,2.511340101307759767e+02
2.404163056034261281e+00,0.000000000000000000e+00
2.687005768508880621e+00,0.000000000000000000e+00
2.969848480983499517e+00,1.626549078227833434e+02
3.252691193458118413e+00,1.170085592329913879e+02
3.535533905932737753e+00,8.152072678332939404e+01
3.818376618407356649e+00,0.000000000000000000e+00
4.101219330881975544e+00,7.336857843119899769e+01
4.384062043356594884e+00,5.690234478491846204e+01
4.666904755831213336e+00,0.000000000000000000e+00
4.949747468305832676e+00,4.550466322658480323e+01
5.232590180780452016e+00,4.684466007090078676e+01
5.515432893255070468e+00,3.914798258734992942e+01
5.798275605729688920e+00,3.233305721480790851e+01
6.081118318204309148e+00,3.665326260774208578e+01
6.363961030678927600e+00,2.956147963956585301e+01
6.646803743153546051e+00,2.722043855755885033e+01
6.929646455628166279e+00,2.951504036889308580e+01
7.212489168102784731e+00,2.566399536248039226e+01
7.495331880577403183e+00,2.246194834979768729e+01
7.778174593052023411e+00,1.946052090598893614e+01
8.061017305526641863e+00,2.380199556165461416e+01
8.343860018001260315e+00,2.380518715035460886e+01
8.626702730475880543e+00,1.906077953721666773e+01
8.909545442950498995e+00,2.005985814945278634e+01
9.192388155425117446e+00,2.030713759570364729e+01
9.475230867899735898e+00,1.792551682633293808e+01
9.758073580374356126e+00,1.719703363948816843e+01
1.004091629284897458e+01,1.756482401946980332e+01
1.032375900532359481e+01,1.776831113454026223e+01
1.060660171779821326e+01,1.306726910808096420e+01
1.088944443027283171e+01,1.481575870800169703e+01
1.117228714274745016e+01,1.525800090944767184e+01
1.145512985522206861e+01,1.267985794984155312e+01
1.173797256769668884e+01,1.332360785150425286e+01
1.202081528017130729e+01,1.178405915785991454e+01
1.230365799264592752e+01,1.328481113847858275e+01
1.258650070512054597e+01,0.000000000000000000e+00
1.286934341759516442e+01,1.165738237949826939e+01
1.315218613006978288e+01,0.000000000000000000e+00
1.343502884254440310e+01,1.154179155409826940e+01
1.371787155501902156e+01,0.000000000000000000e+00
1.400071426749364178e+01,0.000000000000000000e+00
