k,S(k)
2.404163056034261392e-01,2.589928271845565178e-12
7.212489168102784731e-01,0.000000000000000000e+00
1.202081528017130641e+00,4.900502599637196909e+03
1.682914139223983030e+00,0.000000000000000000e+00
2.163746750430835419e+00,2.791306136663035431e+03
2.644579361637687587e+00,1.897301715273238642e+03
3.125411972844539754e+00,1.721093553502932991e+03
3.606244584051392366e+00,1.323374631750401250e+03
4.087077195258244089e+00,1.094908143577319606e+03
4.567909806465096700e+00,9.382375873796150927e+02
5.048742417671949312e+00,7.770441334636774400e+02
5.529575028878801035e+00,6.783491342244245743e+02
6.010407640085653647e+00,5.885003600233378620e+02
6.491240251292506258e+00,5.013577131210598168e+02
6.972072862499357981e+00,4.338488135253675750e+02
7.452905473706209705e+00,4.002202455666982814e+02
7.933738084913062316e+00,3.621123806248175470e+02
8.414570696119914928e+00,3.230789167124348182e+02
8.895403307326766651e+00,3.001263087380498291e+02
9.376235918533620151e+00,2.759746479383510405e+02
9.857068529740471874e+00,2.515926859280701819e+02
1.033790114094732360e+01,2.432261883515919862e+02
1.081873375215417710e+01,2.202020225981717090e+02
1.129956636336102882e+01,2.074606793438871648e+02
1.178039897456788054e+01,1.980150226489864451e+02
1.226123158577473404e+01,1.908447510304096397e+02
1.274206419698158399e+01,1.701988429274190935e+02
1.322289680818843749e+01,1.733411494058469202e+02
1.370372941939529099e+01,1.576397400815950505e+02
1.418456203060214094e+01,1.590538411357085522e+02
1.466539464180899444e+01,1.447936070601307392e+02
1.514622725301584794e+01,1.528634122379890528e+02
1.562705986422269788e+01,1.339814467357419971e+02
1.610789247542955138e+01,1.460497244745202181e+02
1.658872508663640133e+01,1.309904207143762562e+02
1.706955769784325838e+01,1.363342269067256893e+02
1.755039030905010833e+01,1.264265549697179694e+02
1.803122292025695828e+01,1.152861634602082574e+02
1.851205553146381533e+01,1.078266261843901361e+02
1.899288814267066527e+01,1.037497876077698038e+02
1.947372075387751522e+01,1.061344402074857385e+02
1.995455336508437227e+01,9.708608446958484706e+01
2.043538597629122222e+01,9.374635745443340795e+01
2.091621858749807217e+01,9.510762573540466747e+01
2.139705119870492922e+01,8.998280310905970225e+01
2.187788380991177917e+01,8.799723937913586269e+01
2.235871642111862911e+01,0.000000000000000000e+00
2.283954903232548617e+01,8.616116682633288804e+01
2.332038164353233611e+01,8.499089582533059684e+01
2.380121425473918606e+01,0.000000000000000000e+00
